จำนวนการเกิด จากการทะเบียน จำแนกตามเพศ ภาค และจังหวัด พ.ศ. 2555 - 2565,,,,,,,,,,,,,
หน่วย : คน,,,,,,,,,,,,,
,,ชาย,"2,758","2,512","2,501","2,287","2,170","2,172","2,019","1,967","1,825","1,712","1,583"
,,หญิง,"2,512","2,408","2,313","2,251","2,125","2,109","1,925","1,823","1,761","1,637","1,487"
,ขอนแก่น,รวม,"21,008","19,643","19,221","17,964","17,628","16,959","15,860","14,916","14,012","13,251","12,264"
,,ชาย,"10,842","10,198","9,976","9,372","9,046","8,848","8,123","7,750","7,176","6,952","6,288"
,,หญิง,"10,166","9,445","9,245","8,592","8,582","8,111","7,737","7,166","6,836","6,299","5,976"
,อุดรธานี,รวม,"17,444","16,356","16,119","15,159","14,722","14,603","13,819","12,755","11,775","10,852","10,044"
,,ชาย,"8,893","8,263","8,253","7,887","7,642","7,444","7,062","6,506","6,107","5,540","5,179"
,,หญิง,"8,551","8,093","7,866","7,272","7,080","7,159","6,757","6,249","5,668","5,312","4,865"
,เลย,รวม,"7,435","6,790","6,484","6,171","5,968","6,094","5,690","5,258","5,065","4,858","4,552"
,,ชาย,"3,872","3,540","3,436","3,160","3,007","3,165","2,975","2,608","2,633","2,490","2,373"
,,หญิง,"3,563","3,250","3,048","3,011","2,961","2,929","2,715","2,650","2,432","2,368","2,179"
,หนองคาย,รวม,"5,496","5,209","5,229","4,731","4,588","4,544","4,301","3,953","3,921","3,684","3,360"
,,ชาย,"2,831","2,734","2,655","2,426","2,340","2,325","2,191","2,039","1,937","1,894","1,719"
,,หญิง,"2,665","2,475","2,574","2,305","2,248","2,219","2,110","1,914","1,984","1,790","1,641"
,มหาสารคาม,รวม,"7,934","7,425","7,179","6,884","6,643","6,603","6,141","5,788","5,622","5,386","4,803"
,,ชาย,"4,048","3,826","3,714","3,509","3,448","3,468","3,196","2,967","2,863","2,714","2,511"
,,หญิง,"3,886","3,599","3,465","3,375","3,195","3,135","2,945","2,821","2,759","2,672","2,292"
,ร้อยเอ็ด,รวม,"11,197","10,278","10,390","9,602","9,255","9,169","8,724","8,188","7,957","7,829","6,911"
,,ชาย,"5,739","5,285","5,235","4,966","4,782","4,754","4,459","4,172","4,036","4,060","3,513"
,,หญิง,"5,458","4,993","5,155","4,636","4,473","4,415","4,265","4,016","3,921","3,769","3,398"
,กาฬสินธุ์,รวม,"9,407","8,391","8,471","7,658","7,344","7,165","6,814","6,493","6,145","5,954","5,430"
,,ชาย,"4,816","4,319","4,351","3,939","3,790","3,725","3,465","3,384","3,106","3,063","2,821"
,,หญิง,"4,591","4,072","4,120","3,719","3,554","3,440","3,349","3,109","3,039","2,891","2,609"
,สกลนคร,รวม,"13,847","12,791","12,421","11,588","11,262","11,026","10,468","9,404","8,770","8,418","7,630"
,,ชาย,"7,074","6,622","6,336","5,948","5,797","5,658","5,456","4,790","4,486","4,306","3,940"
,,หญิง,"6,773","6,169","6,085","5,640","5,465","5,368","5,012","4,614","4,284","4,112","3,690"
,นครพนม,รวม,"6,971","6,309","6,086","5,557","5,304","5,453","5,267","5,000","5,023","4,727","4,456"
,,ชาย,"3,587","3,200","3,148","2,857","2,730","2,810","2,724","2,578","2,548","2,442","2,285"
,,หญิง,"3,384","3,109","2,938","2,700","2,574","2,643","2,543","2,422","2,475","2,285","2,171"
,มุกดาหาร,รวม,"4,119","3,749","3,882","3,704","3,636","3,635","3,661","3,419","2,911","2,854","2,636"
,,ชาย,"2,153","1,923","1,955","1,885","1,877","1,853","1,868","1,721","1,498","1,454","1,381"
,,หญิง,"1,966","1,826","1,927","1,819","1,759","1,782","1,793","1,698","1,413","1,400","1,255"
